Year,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Product_Lines,Average_Price_USD
2010,261.89,1633536.5,59747.48,17,382.46
2021,447.2,650655.94,38510.74,4,166.12
2021,440.17,1224173.61,33049.92,3,317.04
2018,324.43,248942.04,19803.53,18,272.52
2011,453.7,3559777.9,59117.47,11,315.53
2014,393.08,417763.86,49542.77,5,27.03
2018,14.28,2805384.98,22180.81,13,453.85
2012,475.54,2132621.99,91797.88,9,393.76
2014,22.87,3837569.05,91194.23,10,233.23
2010,207.33,4996484.49,66873.61,9,144.39
2012,208.14,2164206.57,57121.1,18,72.04
2020,26.23,4804645.48,17683.18,8,492.78
2012,264.62,3266274.55,44382.9,13,284.59
2018,198.51,3475752.19,28061.1,1,238.91
2014,443.4,3499903.84,61311.8,17,232.74
2012,480.1,2584355.48,26679.38,18,278.86
2023,243.95,4623272.09,74397.55,13,39.04
2023,400.5,1450861.53,63544.83,2,304.89
2018,84.22,4834356.76,82780.35,13,377.83
2015,257.58,3401994.22,98470.35,5,393.78
2024,251.77,2417996.0,36328.9,6,339.78
2010,412.45,3867344.75,80319.58,17,352.82
2015,230.52,2839100.87,28158.21,18,58.71
2021,101.57,1115145.63,48201.13,9,380.81
2018,98.55,457609.63,49496.52,19,37.42
2022,66.87,4160851.3,32350.46,2,127.28
2021,30.38,1383636.17,20414.76,4,459.91
2010,436.64,3942443.19,71733.68,8,453.71
2010,378.19,1315561.96,43522.71,20,90.6
2021,23.65,1297518.96,35329.25,10,274.18
2024,478.6,719352.85,34589.81,11,62.83
2015,30.99,1746563.82,82937.41,6,471.8
2012,341.15,3977970.71,19036.08,17,175.17
2018,53.9,4600736.68,70208.95,9,168.73
2010,294.26,122046.05,3277.33,17,84.86
2022,416.59,4163648.26,83696.62,19,300.47
2022,441.31,2758050.93,92501.48,7,73.03
2017,218.65,916249.72,92679.89,16,280.13
2017,462.88,4460567.88,1997.83,6,79.93
2014,339.08,4500722.36,80151.29,2,21.37
2014,14.82,1929557.59,26774.93,14,369.6
2023,415.29,4018994.26,26822.1,4,417.96
2021,71.04,4822233.5,44244.23,15,64.97
2014,9.61,806151.86,7320.77,16,368.96
2011,211.18,3102356.15,54061.31,4,266.31
2015,429.57,2559977.03,24322.07,12,359.97
2024,138.51,4889968.2,33991.79,13,179.65
2017,239.59,3071378.32,1716.65,11,448.62
2013,137.37,1994932.05,71832.86,4,262.41
2020,176.39,896327.64,30832.14,1,287.12
2011,294.12,3077996.27,83908.39,11,480.9
2022,351.59,473920.93,52172.94,15,310.42
2011,40.35,1918566.63,13721.01,1,366.09
2016,441.9,3897505.37,58605.69,16,359.87
2018,260.59,152835.98,58218.37,9,290.07
2018,21.26,1924411.53,64903.84,8,392.63
2017,257.09,3991350.14,23397.26,14,422.36
2012,143.72,1087623.48,9515.11,15,187.16
2019,434.44,3848225.43,22067.19,1,184.53
2014,257.28,3764276.44,55762.36,4,467.07
2011,408.57,2332534.93,62630.17,19,169.06
2013,142.83,4117126.28,79612.37,16,197.93
2013,48.28,4596980.98,46873.02,16,221.84
2020,168.59,4753632.13,38701.29,1,335.96
2013,404.61,1317820.0,59260.52,11,426.07
2018,372.61,4983654.73,47211.36,8,228.45
2016,95.61,784518.88,30354.01,16,274.61
2015,266.67,717134.44,62056.23,10,232.86
2011,161.18,4679308.18,94576.44,14,388.03
2016,232.77,630482.82,4505.85,18,96.04
2024,346.87,4265558.84,70723.37,7,152.38
2012,275.93,699448.64,48605.07,1,168.46
2018,288.27,4176949.61,54159.32,15,107.03
2024,342.44,1707917.21,93574.99,10,155.78
2014,404.12,3291647.93,40141.82,5,170.9
2017,440.92,2486904.74,59787.36,6,225.05
2014,218.4,1015550.17,88085.5,18,254.21
2011,323.13,1432621.83,25997.5,14,239.04
2023,260.67,2238055.93,82517.01,14,300.5
2024,318.06,4634946.01,15346.37,2,269.21
2018,275.31,4173168.95,28147.91,17,429.03
2011,415.48,1278341.51,79370.67,17,85.05
2014,157.87,4796617.59,14140.25,12,367.99
2020,335.3,4828043.5,24968.73,15,344.44
2017,66.49,2991692.76,16470.07,2,384.49
2023,431.62,554455.1,74655.91,5,378.7
2022,80.46,4682281.98,64254.15,19,294.55
2022,456.4,740154.65,53968.31,12,499.0
2021,267.33,4777216.79,63052.33,2,154.81
2010,486.81,89088.64,43515.05,17,61.23
2018,483.06,4312356.75,29737.06,12,81.49
2024,86.56,1797804.18,16024.84,18,365.4
2011,54.76,3298689.71,9148.76,11,495.56
2022,296.66,1427611.62,33345.95,12,240.78
2022,445.75,2218907.19,76628.07,12,428.57
2018,358.27,914520.87,68149.94,15,196.4
2021,382.61,4459627.76,28288.94,14,143.62
2013,186.98,4543075.88,74718.05,20,166.76
2016,47.41,3241626.65,52041.63,12,448.85
2015,312.01,2924365.44,46833.67,7,183.28
2013,249.69,2655955.22,65940.23,14,32.17
2011,37.38,394277.18,61902.03,13,298.19
2018,102.65,1628032.51,29977.57,2,81.41
2014,111.36,4868840.4,95329.54,5,335.18
2015,281.35,4833752.81,96579.12,19,128.84
2022,491.25,2302081.19,40617.3,5,436.01
2014,451.76,702251.32,21084.02,12,90.42
2011,475.19,1416352.98,64014.92,13,291.36
2014,482.27,4942463.31,12260.05,19,429.73
2024,10.24,2039881.12,26513.41,11,246.53
2018,402.76,1465057.95,24389.74,14,128.82
2015,406.13,1005744.84,7327.78,19,237.99
2015,240.24,2728408.61,46967.89,2,217.05
2022,418.14,3186692.3,32856.2,8,142.43
2024,292.53,3421598.96,32284.44,19,297.32
2012,51.55,4796819.05,25167.92,3,81.26
2014,184.55,1278414.65,1432.7,15,336.9
2023,322.55,2872557.59,82216.74,9,383.36
2010,172.65,2753335.71,17563.63,11,496.9
2011,226.51,754283.59,48903.74,4,128.85
2010,384.95,3477669.16,24539.14,3,436.23
2020,255.8,2178048.98,63857.69,1,272.52
2022,379.93,3373470.06,80097.63,3,75.54
2017,131.0,4155872.07,97126.7,13,412.52
2023,434.25,636788.25,98440.23,4,174.15
2023,371.71,1734530.56,14615.59,4,313.84
2018,201.35,155687.52,51009.23,11,276.4
2021,119.11,4488647.45,72293.74,2,455.03
2011,389.39,585423.72,67726.93,11,432.86
2024,464.41,1958776.31,37585.24,3,300.02
2013,157.6,2317363.34,99736.89,9,326.81
2015,78.79,3513346.62,6899.83,15,348.37
2018,297.72,1007955.44,80199.0,1,108.18
2010,200.57,2624171.53,24288.84,9,274.81
2024,367.41,3532988.79,26843.03,12,235.64
2021,423.43,1832653.08,51706.82,18,361.81
2019,114.45,1630531.05,20682.76,15,230.68
2011,391.13,1729722.26,31817.05,6,79.15
2022,249.95,2777882.7,87999.73,1,249.31
2016,163.55,3994497.99,90744.2,10,356.45
2023,111.5,1360873.49,8761.26,19,305.93
2012,412.05,4830308.7,31198.44,12,322.38
2022,2.09,4140297.31,2653.63,12,59.16
2023,149.95,2035063.88,26055.95,1,463.18
2017,189.68,2055561.28,15294.28,18,309.89
2016,375.13,3026771.78,35833.04,16,85.25
2010,52.16,921700.2,6602.18,2,218.2
2011,110.21,3847517.26,49517.58,17,119.85
2021,289.46,1630126.76,48849.66,19,246.39
2024,241.42,4446073.8,72552.97,7,341.86
2019,268.05,3257393.89,34821.94,12,416.18
2022,184.96,2889880.84,12757.82,10,50.32
2016,173.68,3083472.14,79157.98,4,467.29
2014,48.26,4974603.22,74466.63,3,105.69
2020,185.18,4192899.13,98558.56,17,136.18
2016,253.46,2558792.24,20212.76,17,261.83
2016,85.29,994585.06,61591.81,9,228.38
2013,426.91,2097923.85,89315.63,10,80.23
2010,416.26,3427213.81,97404.12,6,169.91
2018,461.48,974743.26,62829.77,15,464.07
2023,456.7,1909324.84,18829.06,15,378.67
2012,267.89,4689697.42,47778.94,14,466.43
2014,247.08,2050795.79,95320.79,8,58.81
2022,324.88,3000282.63,2009.64,17,183.12
2019,330.82,3204103.7,43318.74,13,129.46
2013,132.89,1542991.68,96579.48,3,68.68
2018,349.63,3897992.68,88738.97,2,135.46
2023,468.95,1824387.85,69841.17,10,406.31
2024,447.1,1855698.79,58458.16,14,434.14
2022,387.93,3349768.01,3183.8,20,461.09
2018,379.25,2483380.5,3485.45,13,304.45
2018,468.68,2330483.94,81812.8,4,189.08
2010,278.76,1283103.02,65190.84,15,242.42
2013,390.57,1955614.7,33575.68,19,73.6
2017,306.66,2755208.48,10936.82,17,318.47
2015,359.05,3146568.21,74672.59,11,80.85
2010,227.45,2830137.04,23283.46,2,81.88
2015,63.29,4892612.03,76828.74,11,272.66
2022,287.26,922961.39,6902.29,5,250.86
2020,35.95,1612409.45,27576.39,8,156.12
2010,31.09,1404540.99,69894.9,13,147.21
2017,215.43,4210420.72,88315.18,8,290.5
2012,45.1,2558075.7,92272.05,5,66.13
2011,271.29,584147.28,49139.11,4,433.78
2019,212.98,3320356.38,6752.44,8,60.49
2020,58.62,2405452.26,38587.11,4,432.15
2014,217.15,3396888.68,69574.9,13,280.62
2011,174.1,2466818.29,91052.69,9,322.75
2023,156.8,1348711.97,71214.29,16,147.56
2011,308.56,4012797.29,89271.72,12,70.05
2021,201.2,2944585.54,96839.71,20,490.03
2023,230.05,4354760.42,23201.06,9,110.25
2021,166.29,3131158.16,16631.99,17,328.47
2011,62.79,3753630.0,33384.99,7,357.52
2017,170.46,65748.54,38590.98,7,267.91
2022,360.68,396802.51,64836.29,2,360.51
2016,453.97,2469154.44,53594.6,7,227.82
2015,304.76,4080428.33,47474.64,14,472.25
2022,281.53,2883007.61,86129.65,3,117.72
2010,352.97,3837351.72,56349.78,18,239.03
2012,339.45,3096942.4,39431.22,6,111.64
2014,50.87,3154985.33,91196.97,2,228.74
2015,101.7,3867211.13,8983.1,6,426.41
2010,405.0,1487349.2,95721.96,13,455.61
2024,486.52,82140.3,50191.44,17,399.92
2022,416.77,2517203.1,93152.86,18,258.34
2017,2.08,4119156.1,5954.71,12,251.28
2020,152.56,4245640.45,47220.41,6,231.27
2016,449.31,2297370.28,87311.03,13,459.6
2015,89.49,3943136.55,45843.46,8,331.62
2010,56.12,4734760.19,68416.53,12,294.03
2018,234.31,2678432.31,40469.98,12,482.21
2016,126.1,2110638.94,74268.78,10,200.53
2018,221.74,4640509.69,23024.47,5,105.85
2024,126.82,495614.93,76100.68,7,165.01
2024,464.38,2543889.15,83958.2,14,267.17
2014,196.97,93941.39,46688.39,18,125.09
2021,442.07,2987909.88,39383.42,18,419.78
2019,484.11,4754844.28,7073.79,4,335.99
2018,12.19,3199298.23,25392.95,12,89.37
2019,128.36,1760113.79,80497.83,20,75.82
2018,158.34,3027642.28,91258.57,3,350.97
2016,195.25,1067990.26,64171.4,7,100.71
2017,222.84,1390777.62,63325.34,7,127.2
2018,65.83,1121154.04,70615.19,6,318.86
2014,358.92,1005349.08,51394.97,4,209.37
2011,202.0,3192437.52,5002.22,6,58.34
2011,196.43,4404732.89,7986.29,2,210.98
2016,466.27,266779.15,19923.58,14,80.86
2018,409.89,3788381.69,97386.17,14,147.54
2016,403.05,3299439.38,21948.36,3,454.29
2016,319.84,1008925.3,94032.06,16,24.2
2012,112.32,808654.89,88612.31,15,126.32
2019,72.73,483075.26,50512.33,7,425.87
2020,20.03,3581422.12,81901.61,10,430.79
2011,58.51,4706391.87,10851.45,9,257.12
2021,250.4,4297061.61,6194.58,15,419.4
2023,431.56,4947047.2,76475.84,11,448.79
2015,264.11,1972120.03,57494.11,9,391.53
2011,186.74,4593832.41,16312.84,9,135.44
2012,404.0,4109550.39,28496.3,14,206.11
2021,475.64,1735445.15,8867.34,7,378.79
2023,221.38,2743681.85,68462.87,12,306.0
2012,59.73,760941.51,74308.2,3,304.87
2022,265.59,443155.76,68467.32,15,414.71
2021,471.96,4001110.16,1738.81,19,398.51
2011,51.51,1468315.94,53342.85,12,307.27
2016,487.57,295789.84,94928.12,2,389.12
2017,95.04,3371818.05,67591.97,4,241.38
2019,214.89,4292861.33,82397.58,2,278.67
2016,10.44,2050709.94,58890.07,2,198.7
2012,380.45,3888065.63,60071.99,16,124.57
2015,126.85,875064.82,37609.27,17,319.99
2020,495.22,145600.68,78234.35,7,50.19
2019,220.89,1339934.97,7853.64,15,200.18
2014,126.86,3931858.55,37949.84,19,457.33
2017,110.47,4715927.73,94265.62,9,468.44
2019,181.88,4635205.27,56414.7,13,351.88
2012,481.93,4359908.33,51526.64,3,21.51
2022,69.45,4972487.75,30325.37,14,178.14
2020,214.77,1181608.02,56058.19,10,50.26
2019,154.15,1488132.82,45937.04,8,79.47
2012,348.23,2161032.28,57821.64,9,178.03
2010,148.28,3912838.88,57197.09,3,470.32
2022,394.95,201180.66,7101.5,11,415.98
2020,297.42,4817827.14,94725.37,19,137.33
2013,149.65,2545518.8,81900.41,19,310.47
2016,164.91,1287670.67,97598.44,4,188.8
2020,328.95,219571.53,20015.98,3,131.39
2015,122.83,379731.66,34875.11,6,109.34
2014,62.06,4068576.23,20365.72,8,418.29
2010,317.01,3602432.5,54053.84,18,435.29
2014,251.3,3455190.3,37632.2,16,393.04
2016,274.64,3090730.5,18790.86,11,155.48
2010,261.15,1056323.83,98974.59,8,87.98
2016,440.59,2923855.24,96092.29,19,287.09
2012,215.87,3456943.82,58520.48,10,221.71
2019,1.52,3600838.66,96422.44,10,269.95
2013,209.87,3699317.64,68981.36,3,318.06
2023,295.05,4951292.42,46415.02,14,276.38
2017,132.36,3625432.33,88454.87,15,365.3
2021,17.33,460485.41,2556.61,4,312.18
2014,310.24,3058443.05,71771.27,14,356.61
2018,235.36,366922.84,37983.55,14,432.98
2020,490.78,1325960.65,32244.74,3,77.79
2015,98.05,2575997.13,27567.97,8,255.25
2017,445.35,1473617.57,88742.42,15,461.79
2013,45.62,2418752.13,11722.39,7,28.72
2017,322.42,3177573.86,18350.35,7,391.94
2016,118.08,2913739.23,60808.4,16,408.64
2018,325.02,2584399.23,39220.18,20,26.01
2014,307.06,4162531.16,53334.93,12,309.41
2010,161.02,4266823.06,17374.61,14,31.11
2011,261.07,4303860.21,90449.4,1,377.62
2013,119.28,4589271.6,75229.89,6,27.83
2017,71.08,1978384.84,47684.79,5,48.33
2015,147.17,126285.15,76494.89,7,219.46
2023,390.51,2201237.85,19984.96,5,261.05
2011,476.37,3742558.72,51512.79,9,476.63
2012,243.86,1040100.2,51224.45,7,320.14
2021,104.94,2389182.86,94088.87,13,488.23
2013,301.08,451441.47,9558.23,2,317.71
2014,349.16,2045179.01,24398.81,8,494.11
2021,223.91,1623362.63,20748.05,14,214.17
2022,418.0,4707017.36,57503.32,20,477.78
2023,10.36,6592975.45,98089.22,20,421.08
2018,130.0,2520100.39,65721.76,19,79.36
2023,224.65,1548021.8,37182.57,8,162.04
2023,339.07,1068702.13,35591.25,5,430.71
2015,117.77,1620251.59,75773.51,1,463.52
2014,390.05,3533249.17,43973.36,1,155.75
2010,27.4,3846688.07,85677.1,3,128.63
2022,281.32,1467130.55,50954.76,10,190.84
2022,462.4,3644698.38,3712.31,3,75.02
2018,92.04,3302579.86,36972.8,18,293.01
2017,52.99,4619743.9,9921.39,16,390.47
2012,228.87,269663.05,44729.4,13,305.45
2016,390.43,708088.85,86122.41,5,329.85
2018,359.32,1943669.91,1792.59,16,31.31
2024,96.62,3078933.42,35833.56,1,382.24
2010,266.69,1325571.78,79965.04,12,135.31
2021,2.47,4551131.66,83502.95,16,316.92
2013,278.92,524391.31,52985.19,4,452.56
2024,388.99,4055301.35,20959.74,3,394.22
2023,99.85,1844442.16,44311.54,2,271.17
2014,401.73,2563172.4,59677.92,15,444.97
2014,58.96,1961342.95,76298.18,4,30.09
2010,257.55,4228678.0,57248.59,13,212.02
2011,370.37,3917809.31,7053.08,1,93.54
2016,69.48,197604.46,21489.05,15,258.02
2010,121.81,1606553.84,73214.64,2,124.45
2022,369.95,4591304.4,48845.36,18,387.51
2019,197.6,2684383.27,62859.15,9,436.51
2011,167.58,967058.22,88551.67,7,261.91
2016,323.62,1774731.48,94520.03,11,290.3
2021,158.93,2658101.32,85598.24,12,244.56
2010,287.28,1736678.56,88162.62,20,436.73
2011,444.59,292350.46,75509.03,8,319.84
2011,4.12,1148806.89,94349.23,17,465.46
2017,58.7,1189510.1,92656.6,4,35.12
2010,130.88,1070478.58,68458.4,16,395.36
2016,220.15,3151603.09,50642.47,10,54.31
2014,38.17,2111592.79,82020.89,10,382.77
2021,288.87,3357770.54,92915.68,5,316.97
2020,461.86,4008454.7,52585.5,1,170.17
2011,83.35,2117149.66,94080.52,13,50.85
2018,76.42,814525.27,90924.55,1,94.23
2020,283.5,1361872.82,21602.18,12,108.18
2023,13.57,1520482.62,40356.64,18,473.33
2021,154.55,1559614.65,32288.48,12,483.02
2021,78.44,3323973.62,95095.05,13,356.81
2021,20.71,1734863.5,58653.36,15,150.53
2013,81.27,3347307.12,91642.09,3,497.57
2023,192.68,4845664.71,70010.56,20,326.0
2018,315.37,2206310.55,51626.74,14,255.56
2011,33.33,4546117.41,52480.68,6,149.39
2023,245.57,4375391.42,88927.98,8,322.99
2022,482.8,1314293.07,42091.24,15,449.93
2013,140.07,3213505.28,78935.44,4,359.81
2020,175.73,3720294.01,62724.86,6,442.66
2010,270.41,3471670.18,53675.1,1,245.23
2018,453.15,4424264.13,36183.88,2,53.75
2020,80.29,3631690.44,86154.5,6,340.78
2017,176.43,540033.03,8309.77,4,455.36
2024,190.17,2790709.14,25529.56,1,169.5
2011,68.22,1745535.37,47020.95,2,49.06
2015,94.76,76517.96,23062.35,20,199.48
2015,270.72,4575969.36,36009.4,10,220.07
2015,415.87,533497.84,97806.88,1,153.05
2013,407.8,758027.64,17146.23,19,96.87
2010,241.73,2618237.59,4608.4,2,325.66
2012,457.72,4478474.6,29526.82,20,234.95
2022,274.33,3557935.95,18616.98,9,316.8
2013,433.24,519751.82,70989.76,6,412.76
2012,330.5,1639156.03,99167.87,3,296.32
2017,238.98,1192631.06,91998.33,17,455.65
2011,23.02,1747435.46,54810.85,19,110.8
2024,139.26,3819770.13,39004.75,16,398.19
2024,103.72,4068497.84,26294.9,4,385.33
2019,174.16,630856.81,66546.83,4,234.33
2017,7.92,4212236.24,23351.98,9,369.51
2024,80.09,4624505.28,2369.37,1,173.22
2018,378.24,4340786.12,22275.23,11,417.83
2020,173.99,3638666.17,59289.0,17,276.53
2017,338.61,3215282.76,56307.1,17,54.69
2013,54.63,3870441.53,50039.53,2,122.59
2015,146.21,232505.11,45906.55,16,186.01
2021,225.35,2324475.34,50295.94,13,155.48
2010,222.85,182136.0,6549.42,14,194.47
2024,456.4,4803378.95,70392.89,1,393.0
2016,99.4,4199062.28,18946.66,16,248.61
2021,80.67,1493465.8,53718.69,10,251.88
2017,232.71,4349905.39,13173.78,7,488.57
2020,134.06,955446.75,60650.55,16,264.81
2011,306.59,1636688.69,58454.06,5,144.84
2012,172.51,382732.23,93294.32,19,229.39
2019,132.02,3527912.3,68353.35,12,138.19
2010,454.87,3628080.62,29296.49,18,37.48
2013,224.55,4611514.96,8995.45,20,340.22
2011,187.78,2447833.25,43866.04,9,435.14
2022,18.94,838928.41,36003.89,14,418.22
2019,155.84,1306478.21,12176.64,4,351.5
2015,234.09,3519678.81,39820.12,16,365.31
2018,411.97,1548149.03,79032.7,4,129.82
2010,177.25,690970.21,15171.77,2,325.15
2014,335.62,602874.93,60433.97,3,147.71
2016,173.54,1973284.23,65407.43,17,170.79
2018,267.24,4847632.25,79717.17,9,326.09
2022,199.55,606258.5,75688.05,5,131.98
2023,211.03,2320460.8,61901.17,20,434.8
2017,28.85,367048.57,34185.04,4,210.49
2024,188.89,4508670.45,84953.64,19,417.99
2016,364.87,3139593.63,52995.15,2,358.17
2020,126.66,2599453.17,17144.85,13,299.41
2024,90.02,503590.23,77477.74,11,393.73
2014,463.73,1211181.32,26578.07,12,27.52
2016,124.83,927539.68,34506.22,20,322.95
2023,170.26,2872685.31,76467.4,15,162.94
2016,146.6,178605.84,34967.89,12,451.99
2013,102.06,718909.08,58227.63,14,136.88
2010,235.52,2357676.46,37785.6,15,204.77
2021,12.9,4930382.33,49940.68,9,214.2
2017,337.08,4758347.17,67688.53,13,106.92
2018,332.67,3597947.42,55319.01,8,480.96
2017,447.58,502172.8,20729.86,8,361.72
2019,30.6,2436109.9,64445.97,8,478.28
2011,412.74,476915.03,40642.4,12,277.86
2016,42.36,1583260.58,94792.1,2,487.56
2014,29.5,2175886.14,4088.95,11,243.67
2013,367.41,4778444.19,48745.53,7,256.09
2023,160.73,1819036.54,67786.1,13,282.65
2021,53.97,1105973.2,75761.38,13,349.68
2013,393.64,1502596.09,34762.02,1,285.91
2017,365.28,2588046.65,79493.49,12,205.31
2014,425.52,1209969.82,89776.11,5,246.32
2010,97.55,1470313.66,63379.07,18,314.4
2017,426.23,209984.45,12062.63,4,41.13
2024,126.42,778774.27,72235.79,12,198.32
2013,11.1,3772339.58,50247.68,2,364.48
2018,399.15,413003.66,52598.51,16,463.95
2019,14.14,3905494.18,74656.94,15,209.24
2019,5.75,144455.26,43157.64,17,418.23
2015,189.84,3274778.79,71921.1,15,167.04
2019,155.73,3867723.53,2042.67,7,219.1
2021,451.81,1742278.84,4621.72,13,171.37
2012,415.12,1671985.5,25030.57,12,23.94
2016,226.65,4109006.54,5691.94,20,259.42
2019,463.58,2876387.63,69249.16,18,447.22
2020,454.9,2009426.53,59003.24,20,161.41
2022,41.5,1902934.22,95275.12,14,246.8
2022,274.08,3553310.83,79292.89,14,94.83
2019,346.36,2483383.11,73173.95,18,261.55
2015,289.5,3218264.69,79524.81,2,22.69
2012,217.6,1177582.9,46326.37,10,183.73
2021,274.77,370661.49,8040.59,8,107.22
2019,52.57,2215542.5,56086.65,2,320.26
2013,281.04,4737428.22,24600.39,15,445.41
2016,153.9,1592517.01,26225.12,9,81.55
2024,276.08,3084236.05,4105.03,4,494.3
2024,250.62,2331280.7,2880.56,18,115.87
2016,496.53,1079037.97,10191.61,4,263.3
2014,4.47,172282.99,90449.18,16,72.34
2015,286.83,3604029.91,40996.84,17,128.01
2024,418.61,3473953.16,63303.16,6,279.03
2021,343.58,1754291.0,9012.85,9,246.84
2018,26.61,4792143.85,58831.44,17,222.1
2010,336.5,4921312.67,51242.17,8,150.95
2020,498.85,177860.44,24003.74,20,488.19
2024,295.12,3964493.5,42549.18,18,126.87
2021,239.88,1251759.99,60878.89,4,234.31
2015,419.67,1027426.31,5197.45,18,495.71
2024,432.33,3849626.94,20156.23,12,182.36
2012,429.31,1711165.29,38929.02,19,279.43
2014,106.68,3698647.61,84088.81,9,151.46
2022,396.02,3463617.78,66646.61,14,267.55
2010,172.63,1566564.77,14560.69,1,478.42
2017,141.63,3940406.15,13721.0,6,345.5
2011,202.99,4020180.62,75939.94,3,62.65
2011,477.04,1155744.16,93122.33,18,318.73
2013,171.51,3197242.59,11228.28,17,333.23
2017,490.95,1713649.78,17159.59,12,356.29
2018,225.83,1904224.89,42501.96,17,91.72
2010,482.99,2570032.49,80816.77,4,332.67
2013,427.57,1424802.54,13580.83,10,330.75
2011,403.51,2333481.17,42370.68,15,266.34
2020,337.17,1945199.32,32911.77,11,116.15
2012,264.8,3865331.28,20602.3,18,356.29
2013,315.39,4238166.74,85154.11,20,369.89
2021,471.84,4587576.85,10285.7,13,175.38
2021,152.16,94545.23,98443.07,14,289.68
2018,96.1,2622136.78,1784.91,15,153.63
2018,206.69,2623387.76,52582.71,7,209.86
2012,356.35,767832.94,85112.25,6,26.56
2017,331.84,1335140.46,19592.52,2,100.64
2019,60.79,152347.5,81014.74,7,335.61
2016,27.16,2740627.14,95339.43,2,399.23
2020,286.36,4818202.51,45667.62,13,277.92
2015,87.01,2046999.46,69803.7,2,290.22
2020,337.22,2734138.8,49031.67,13,131.28
2011,399.8,248190.77,29056.85,11,215.18
2019,344.32,541175.99,19311.72,7,453.53
2015,259.44,3921967.95,48714.81,2,329.1
2015,479.62,4772272.59,11792.75,9,205.03
2016,460.57,2663424.09,26279.39,14,342.31
2013,120.97,3471557.81,81126.05,15,324.86
2010,438.6,674345.69,69657.92,7,443.4
2016,483.63,4457356.53,42521.79,19,55.59
2012,127.69,376495.12,99228.08,13,132.39
2011,489.8,2188946.02,24376.21,16,189.87
2010,443.66,3351784.6,16414.69,5,307.03
2019,361.65,4588345.31,40342.22,4,234.84
2013,176.15,379496.32,19197.34,9,52.43
2021,296.33,3241499.22,48283.93,7,95.88
2015,49.14,4288126.68,5578.78,7,293.61
2015,76.66,2727387.83,52306.46,1,415.19
2021,277.6,304613.02,48045.12,13,167.65
2022,402.62,4924534.59,23957.8,3,163.62
2020,411.26,3981108.89,98686.02,10,327.07
2013,311.1,2896183.55,51304.13,14,271.44
2019,395.92,4732783.51,29295.8,19,240.97
2016,284.44,2463684.58,34474.24,12,289.7
2010,13.35,694498.77,84373.37,4,386.87
2010,298.17,4309079.14,37350.19,18,195.66
2021,270.56,148973.5,43087.88,16,213.55
2020,338.21,3884001.35,37284.97,13,131.11
2015,471.17,173345.1,95980.3,4,477.76
2024,60.51,3721008.66,60437.67,15,85.92
2015,314.68,279217.99,97637.91,8,361.96
2022,195.12,4586779.64,91555.39,18,309.0
2023,396.8,3943343.78,35812.69,15,399.12
2017,102.4,1307012.46,14439.26,9,100.8
2015,67.96,610682.29,94490.89,2,158.14
2010,421.09,1086635.25,57927.91,20,141.62
2010,63.21,3910771.5,49153.08,16,493.69
2019,73.49,4979912.13,74236.71,1,341.11
2019,345.87,670177.98,58061.44,17,412.42
2024,312.27,3742192.35,43324.0,14,206.71
2018,388.11,2636323.08,73708.56,8,224.25
2016,238.56,4638169.86,98042.7,6,281.66
2024,164.66,857721.36,58436.79,4,195.09
2017,197.66,2503874.8,57974.79,1,366.42
2012,307.03,1977925.04,93930.71,6,111.94
2023,308.09,301631.45,50103.49,8,245.53
2010,200.8,2273686.14,25016.14,11,307.01
2018,450.67,674147.7,9287.57,19,125.57
2013,89.12,4705305.47,92699.86,3,36.71
2015,222.37,2143310.58,68305.5,12,117.58
2010,394.99,4793893.28,9742.15,5,170.44
2016,79.17,4712612.7,66285.86,9,386.1
2021,233.41,4432728.42,11109.91,3,60.62
2013,129.36,4761824.14,85259.98,19,134.5
2012,56.89,1354050.46,68485.06,10,328.65
2017,364.83,3839626.41,54051.52,10,416.77
2016,64.95,179431.01,44900.82,2,107.51
2010,474.05,4492994.47,57966.92,7,487.64
2023,430.68,3239046.66,94613.61,18,436.66
2013,67.07,3708798.76,41300.66,19,130.48
2015,69.83,1813741.12,81882.86,14,228.7
2019,404.5,2871843.78,31509.89,8,434.9
2022,197.84,3674577.38,39228.99,10,127.24
2016,330.83,2154039.99,34300.91,9,494.79
2014,6.54,3370926.55,86608.61,12,254.29
2016,196.27,616382.65,80019.07,8,346.41
2012,299.49,1553251.82,53906.48,16,85.64
2019,403.7,4629553.38,33395.62,20,90.25
2023,236.18,2372212.93,74088.64,15,415.13
2012,434.83,1770001.42,45331.13,12,160.98
2014,144.69,1794898.18,60101.62,10,496.22
2014,68.43,4990539.64,74336.06,5,343.95
2020,232.7,4449691.84,6696.51,6,243.13
2024,112.27,4606091.9,17224.38,2,424.74
2022,455.41,1944089.81,32332.86,7,23.32
2020,145.11,4644852.47,11742.94,15,438.31
2024,143.84,4324274.74,9938.0,9,454.54
2017,204.92,4308756.14,2365.15,4,37.8
2021,168.09,3306645.37,11326.23,8,121.57
2010,249.43,4219459.17,40947.25,15,177.15
2010,241.52,2904846.14,17449.74,20,63.25
2022,331.04,2664508.93,84504.49,7,183.26
2011,232.42,1083364.53,32120.98,12,148.6
2010,392.21,2459836.46,35389.88,1,207.21
2022,127.71,4222947.14,18635.64,10,385.85
2020,474.12,99337.22,39786.74,14,419.57
2017,342.23,1831959.12,73525.04,11,482.44
2015,145.76,3980832.39,63411.32,20,204.76
